province,male,agegroup,income,education,n,cell_prop_of_division_total
British Columbia,0,ages75plus,"Less than $25,000",Bachelor's Degree,3,0.0012325390304026294
British Columbia,0,ages75plus,"Less than $25,000",Degree above Bachelor's,1,4.108463434675431e-4
British Columbia,0,ages75plus,"$25,000 to $49,999",No Highschool,13,0.005341002465078061
British Columbia,0,ages75plus,"$25,000 to $49,999",Completed Highschool,22,0.009038619556285949
British Columbia,0,ages75plus,"$25,000 to $49,999",Some College,9,0.0036976170912078883
British Columbia,0,ages75plus,"$25,000 to $49,999",Some University,4,0.0016433853738701725
British Columbia,0,ages75plus,"$25,000 to $49,999",Bachelor's Degree,2,8.216926869350862e-4
British Columbia,0,ages75plus,"$25,000 to $49,999",Degree above Bachelor's,4,0.0016433853738701725
British Columbia,0,ages75plus,"$50,000 to $74,999",No Highschool,5,0.002054231717337716
British Columbia,0,ages75plus,"$50,000 to $74,999",Completed Highschool,8,0.003286770747740345
British Columbia,0,ages75plus,"$50,000 to $74,999",Some College,1,4.108463434675431e-4
British Columbia,0,ages75plus,"$50,000 to $74,999",Some University,4,0.0016433853738701725
British Columbia,0,ages75plus,"$50,000 to $74,999",Bachelor's Degree,6,0.0024650780608052587
British Columbia,0,ages75plus,"$50,000 to $74,999",Degree above Bachelor's,1,4.108463434675431e-4
British Columbia,0,ages75plus,"$75,000 to $99,999",No Highschool,1,4.108463434675431e-4
British Columbia,0,ages75plus,"$75,000 to $99,999",Completed Highschool,5,0.002054231717337716
British Columbia,0,ages75plus,"$75,000 to $99,999",Some College,2,8.216926869350862e-4
British Columbia,0,ages75plus,"$75,000 to $99,999",Some University,0,0
British Columbia,0,ages75plus,"$75,000 to $99,999",Bachelor's Degree,0,0
British Columbia,0,ages75plus,"$75,000 to $99,999",Degree above Bachelor's,2,8.216926869350862e-4
British Columbia,0,ages75plus,"$100,000 to $ 124,999",No Highschool,0,0
British Columbia,0,ages75plus,"$100,000 to $ 124,999",Completed Highschool,0,0
British Columbia,0,ages75plus,"$100,000 to $ 124,999",Some College,1,4.108463434675431e-4
British Columbia,0,ages75plus,"$100,000 to $ 124,999",Some University,0,0
British Columbia,0,ages75plus,"$100,000 to $ 124,999",Bachelor's Degree,3,0.0012325390304026294
British Columbia,0,ages75plus,"$100,000 to $ 124,999",Degree above Bachelor's,0,0
British Columbia,0,ages75plus,"$125,000 and more",No Highschool,0,0
British Columbia,0,ages75plus,"$125,000 and more",Completed Highschool,3,0.0012325390304026294
British Columbia,0,ages75plus,"$125,000 and more",Some College,2,8.216926869350862e-4
British Columbia,0,ages75plus,"$125,000 and more",Some University,0,0
British Columbia,0,ages75plus,"$125,000 and more",Bachelor's Degree,1,4.108463434675431e-4
British Columbia,0,ages75plus,"$125,000 and more",Degree above Bachelor's,2,8.216926869350862e-4
British Columbia,1,ages75plus,"Less than $25,000",No Highschool,15,0.006162695152013147
British Columbia,1,ages75plus,"Less than $25,000",Completed Highschool,11,0.0045193097781429745
British Columbia,1,ages75plus,"Less than $25,000",Some College,7,0.002875924404272802
British Columbia,1,ages75plus,"Less than $25,000",Some University,2,8.216926869350862e-4
British Columbia,1,ages75plus,"Less than $25,000",Bachelor's Degree,7,0.002875924404272802
British Columbia,1,ages75plus,"Less than $25,000",Degree above Bachelor's,2,8.216926869350862e-4
British Columbia,1,ages75plus,"$25,000 to $49,999",No Highschool,14,0.005751848808545604
British Columbia,1,ages75plus,"$25,000 to $49,999",Completed Highschool,10,0.004108463434675432
British Columbia,1,ages75plus,"$25,000 to $49,999",Some College,15,0.006162695152013147
British Columbia,1,ages75plus,"$25,000 to $49,999",Some University,1,4.108463434675431e-4
British Columbia,1,ages75plus,"$25,000 to $49,999",Bachelor's Degree,4,0.0016433853738701725
British Columbia,1,ages75plus,"$25,000 to $49,999",Degree above Bachelor's,1,4.108463434675431e-4
British Columbia,1,ages75plus,"$50,000 to $74,999",No Highschool,0,0
British Columbia,1,ages75plus,"$50,000 to $74,999",Completed Highschool,1,4.108463434675431e-4
British Columbia,1,ages75plus,"$50,000 to $74,999",Some College,9,0.0036976170912078883
British Columbia,1,ages75plus,"$50,000 to $74,999",Some University,3,0.0012325390304026294
British Columbia,1,ages75plus,"$50,000 to $74,999",Bachelor's Degree,5,0.002054231717337716
British Columbia,1,ages75plus,"$50,000 to $74,999",Degree above Bachelor's,3,0.0012325390304026294
British Columbia,1,ages75plus,"$75,000 to $99,999",No Highschool,2,8.216926869350862e-4
British Columbia,1,ages75plus,"$75,000 to $99,999",Completed Highschool,1,4.108463434675431e-4
British Columbia,1,ages75plus,"$75,000 to $99,999",Some College,2,8.216926869350862e-4
British Columbia,1,ages75plus,"$75,000 to $99,999",Some University,0,0
British Columbia,1,ages75plus,"$75,000 to $99,999",Bachelor's Degree,4,0.0016433853738701725
British Columbia,1,ages75plus,"$75,000 to $99,999",Degree above Bachelor's,0,0
British Columbia,1,ages75plus,"$100,000 to $ 124,999",No Highschool,0,0
British Columbia,1,ages75plus,"$100,000 to $ 124,999",Completed Highschool,2,8.216926869350862e-4
British Columbia,1,ages75plus,"$100,000 to $ 124,999",Some College,0,0
British Columbia,1,ages75plus,"$100,000 to $ 124,999",Some University,0,0
British Columbia,1,ages75plus,"$100,000 to $ 124,999",Bachelor's Degree,2,8.216926869350862e-4
British Columbia,1,ages75plus,"$100,000 to $ 124,999",Degree above Bachelor's,4,0.0016433853738701725
British Columbia,1,ages75plus,"$125,000 and more",No Highschool,0,0
British Columbia,1,ages75plus,"$125,000 and more",Completed Highschool,3,0.0012325390304026294
British Columbia,1,ages75plus,"$125,000 and more",Some College,1,4.108463434675431e-4
British Columbia,1,ages75plus,"$125,000 and more",Some University,1,4.108463434675431e-4
British Columbia,1,ages75plus,"$125,000 and more",Bachelor's Degree,2,8.216926869350862e-4
British Columbia,1,ages75plus,"$125,000 and more",Degree above Bachelor's,1,4.108463434675431e-4
Manitoba,0,ages75plus,"Less than $25,000",No Highschool,25,0.021834061135371178
Manitoba,0,ages75plus,"Less than $25,000",Completed Highschool,13,0.011353711790393014
Manitoba,0,ages75plus,"Less than $25,000",Some College,6,0.005240174672489083
Manitoba,0,ages75plus,"Less than $25,000",Some University,1,8.733624454148472e-4
Manitoba,0,ages75plus,"Less than $25,000",Bachelor's Degree,2,0.0017467248908296944
Manitoba,0,ages75plus,"Less than $25,000",Degree above Bachelor's,1,8.733624454148472e-4
Manitoba,0,ages75plus,"$25,000 to $49,999",No Highschool,8,0.0069868995633187774
Manitoba,0,ages75plus,"$25,000 to $49,999",Completed Highschool,7,0.00611353711790393
Manitoba,0,ages75plus,"$25,000 to $49,999",Some College,6,0.005240174672489083
Manitoba,0,ages75plus,"$25,000 to $49,999",Some University,0,0
Manitoba,0,ages75plus,"$25,000 to $49,999",Bachelor's Degree,3,0.0026200873362445414
Manitoba,0,ages75plus,"$25,000 to $49,999",Degree above Bachelor's,0,0
Manitoba,0,ages75plus,"$50,000 to $74,999",No Highschool,5,0.004366812227074236
Manitoba,0,ages75plus,"$50,000 to $74,999",Completed Highschool,1,8.733624454148472e-4
Manitoba,0,ages75plus,"$50,000 to $74,999",Some College,3,0.0026200873362445414
Manitoba,0,ages75plus,"$50,000 to $74,999",Some University,0,0
Manitoba,0,ages75plus,"$50,000 to $74,999",Bachelor's Degree,2,0.0017467248908296944
Manitoba,0,ages75plus,"$50,000 to $74,999",Degree above Bachelor's,2,0.0017467248908296944
Manitoba,0,ages75plus,"$75,000 to $99,999",No Highschool,0,0
Manitoba,0,ages75plus,"$75,000 to $99,999",Completed Highschool,0,0
Manitoba,0,ages75plus,"$75,000 to $99,999",Some College,0,0
Manitoba,0,ages75plus,"$75,000 to $99,999",Some University,0,0
Manitoba,0,ages75plus,"$75,000 to $99,999",Bachelor's Degree,0,0
Manitoba,0,ages75plus,"$75,000 to $99,999",Degree above Bachelor's,0,0
Manitoba,0,ages75plus,"$100,000 to $ 124,999",No Highschool,0,0
Manitoba,0,ages75plus,"$100,000 to $ 124,999",Completed Highschool,0,0
Manitoba,0,ages75plus,"$100,000 to $ 124,999",Some College,1,8.733624454148472e-4
Manitoba,0,ages75plus,"$100,000 to $ 124,999",Some University,0,0
Manitoba,0,ages75plus,"$100,000 to $ 124,999",Bachelor's Degree,0,0
Manitoba,0,ages75plus,"$100,000 to $ 124,999",Degree above Bachelor's,0,0
Manitoba,0,ages75plus,"$125,000 and more",No Highschool,0,0
Manitoba,0,ages75plus,"$125,000 and more",Completed Highschool,0,0
Manitoba,0,ages75plus,"$125,000 and more",Some College,0,0
Manitoba,0,ages75plus,"$125,000 and more",Some University,0,0
Manitoba,0,ages75plus,"$125,000 and more",Bachelor's Degree,0,0
Manitoba,0,ages75plus,"$125,000 and more",Degree above Bachelor's,0,0
Manitoba,1,ages75plus,"Less than $25,000",No Highschool,11,0.00960698689956332
Manitoba,1,ages75plus,"Less than $25,000",Completed Highschool,5,0.004366812227074236
Manitoba,1,ages75plus,"Less than $25,000",Some College,6,0.005240174672489083
Manitoba,1,ages75plus,"Less than $25,000",Some University,1,8.733624454148472e-4
Manitoba,1,ages75plus,"Less than $25,000",Bachelor's Degree,1,8.733624454148472e-4
Manitoba,1,ages75plus,"Less than $25,000",Degree above Bachelor's,0,0
Manitoba,1,ages75plus,"$25,000 to $49,999",No Highschool,10,0.008733624454148471
Manitoba,1,ages75plus,"$25,000 to $49,999",Completed Highschool,5,0.004366812227074236
Manitoba,1,ages75plus,"$25,000 to $49,999",Some College,6,0.005240174672489083
Manitoba,1,ages75plus,"$25,000 to $49,999",Some University,0,0
Manitoba,1,ages75plus,"$25,000 to $49,999",Bachelor's Degree,5,0.004366812227074236
Manitoba,1,ages75plus,"$25,000 to $49,999",Degree above Bachelor's,0,0
Manitoba,1,ages75plus,"$50,000 to $74,999",No Highschool,5,0.004366812227074236
Manitoba,1,ages75plus,"$50,000 to $74,999",Completed Highschool,4,0.0034934497816593887
Manitoba,1,ages75plus,"$50,000 to $74,999",Some College,4,0.0034934497816593887
Manitoba,1,ages75plus,"$50,000 to $74,999",Some University,2,0.0017467248908296944
Manitoba,1,ages75plus,"$50,000 to $74,999",Bachelor's Degree,5,0.004366812227074236
Manitoba,1,ages75plus,"$50,000 to $74,999",Degree above Bachelor's,2,0.0017467248908296944
Manitoba,1,ages75plus,"$75,000 to $99,999",No Highschool,0,0
Manitoba,1,ages75plus,"$75,000 to $99,999",Completed Highschool,0,0
Manitoba,1,ages75plus,"$75,000 to $99,999",Some College,0,0
Manitoba,1,ages75plus,"$75,000 to $99,999",Some University,0,0
Manitoba,1,ages75plus,"$75,000 to $99,999",Bachelor's Degree,0,0
Manitoba,1,ages75plus,"$75,000 to $99,999",Degree above Bachelor's,1,8.733624454148472e-4
Manitoba,1,ages75plus,"$100,000 to $ 124,999",No Highschool,0,0
Manitoba,1,ages75plus,"$100,000 to $ 124,999",Completed Highschool,0,0
Manitoba,1,ages75plus,"$100,000 to $ 124,999",Some College,0,0
Manitoba,1,ages75plus,"$100,000 to $ 124,999",Some University,0,0
Manitoba,1,ages75plus,"$100,000 to $ 124,999",Bachelor's Degree,0,0
Manitoba,1,ages75plus,"$100,000 to $ 124,999",Degree above Bachelor's,1,8.733624454148472e-4
Manitoba,1,ages75plus,"$125,000 and more",No Highschool,0,0
Manitoba,1,ages75plus,"$125,000 and more",Completed Highschool,0,0
Manitoba,1,ages75plus,"$125,000 and more",Some College,1,8.733624454148472e-4
Manitoba,1,ages75plus,"$125,000 and more",Some University,0,0
Manitoba,1,ages75plus,"$125,000 and more",Bachelor's Degree,0,0
Manitoba,1,ages75plus,"$125,000 and more",Degree above Bachelor's,0,0
New Brunswick,0,ages75plus,"Less than $25,000",No Highschool,27,0.02089783281733746
New Brunswick,0,ages75plus,"Less than $25,000",Completed Highschool,12,0.009287925696594427
New Brunswick,0,ages75plus,"Less than $25,000",Some College,8,0.006191950464396285
New Brunswick,0,ages75plus,"Less than $25,000",Some University,0,0
New Brunswick,0,ages75plus,"Less than $25,000",Bachelor's Degree,2,0.0015479876160990713
New Brunswick,0,ages75plus,"Less than $25,000",Degree above Bachelor's,1,0.00077399380804953565
New Brunswick,0,ages75plus,"$25,000 to $49,999",No Highschool,9,0.00696594427244582
New Brunswick,0,ages75plus,"$25,000 to $49,999",Completed Highschool,11,0.008513931888544891
New Brunswick,0,ages75plus,"$25,000 to $49,999",Some College,10,0.007739938080495356
New Brunswick,0,ages75plus,"$25,000 to $49,999",Some University,1,0.00077399380804953565
New Brunswick,0,ages75plus,"$25,000 to $49,999",Bachelor's Degree,0,0
New Brunswick,0,ages75plus,"$25,000 to $49,999",Degree above Bachelor's,0,0
New Brunswick,0,ages75plus,"$50,000 to $74,999",No Highschool,1,0.00077399380804953565
New Brunswick,0,ages75plus,"$50,000 to $74,999",Completed Highschool,1,0.00077399380804953565
New Brunswick,0,ages75plus,"$50,000 to $74,999",Some College,2,0.0015479876160990713
New Brunswick,0,ages75plus,"$50,000 to $74,999",Some University,1,0.00077399380804953565
New Brunswick,0,ages75plus,"$50,000 to $74,999",Bachelor's Degree,2,0.0015479876160990713
New Brunswick,0,ages75plus,"$50,000 to $74,999",Degree above Bachelor's,0,0
New Brunswick,0,ages75plus,"$75,000 to $99,999",No Highschool,0,0
New Brunswick,0,ages75plus,"$75,000 to $99,999",Completed Highschool,0,0
New Brunswick,0,ages75plus,"$75,000 to $99,999",Some College,1,0.00077399380804953565
New Brunswick,0,ages75plus,"$75,000 to $99,999",Some University,0,0
New Brunswick,0,ages75plus,"$75,000 to $99,999",Bachelor's Degree,1,0.00077399380804953565
New Brunswick,0,ages75plus,"$75,000 to $99,999",Degree above Bachelor's,1,0.00077399380804953565
New Brunswick,0,ages75plus,"$100,000 to $ 124,999",No Highschool,0,0
New Brunswick,0,ages75plus,"$100,000 to $ 124,999",Completed Highschool,0,0
New Brunswick,0,ages75plus,"$100,000 to $ 124,999",Some College,2,0.0015479876160990713
New Brunswick,0,ages75plus,"$100,000 to $ 124,999",Some University,0,0
New Brunswick,0,ages75plus,"$100,000 to $ 124,999",Bachelor's Degree,0,0
New Brunswick,0,ages75plus,"$100,000 to $ 124,999",Degree above Bachelor's,0,0
New Brunswick,0,ages75plus,"$125,000 and more",No Highschool,1,0.00077399380804953565
New Brunswick,0,ages75plus,"$125,000 and more",Completed Highschool,0,0
New Brunswick,0,ages75plus,"$125,000 and more",Some College,0,0
New Brunswick,0,ages75plus,"$125,000 and more",Some University,0,0
New Brunswick,0,ages75plus,"$125,000 and more",Bachelor's Degree,1,0.00077399380804953565
New Brunswick,0,ages75plus,"$125,000 and more",Degree above Bachelor's,0,0
New Brunswick,1,ages75plus,"Less than $25,000",No Highschool,19,0.014705882352941176
New Brunswick,1,ages75plus,"Less than $25,000",Completed Highschool,0,0
New Brunswick,1,ages75plus,"Less than $25,000",Some College,4,0.0030959752321981426
New Brunswick,1,ages75plus,"Less than $25,000",Some University,0,0
New Brunswick,1,ages75plus,"Less than $25,000",Bachelor's Degree,0,0
New Brunswick,1,ages75plus,"Less than $25,000",Degree above Bachelor's,0,0
New Brunswick,1,ages75plus,"$25,000 to $49,999",No Highschool,6,0.0046439628482972135
New Brunswick,1,ages75plus,"$25,000 to $49,999",Completed Highschool,3,0.0023219814241486067
New Brunswick,1,ages75plus,"$25,000 to $49,999",Some College,3,0.0023219814241486067
New Brunswick,1,ages75plus,"$25,000 to $49,999",Some University,1,0.00077399380804953565
New Brunswick,1,ages75plus,"$25,000 to $49,999",Bachelor's Degree,2,0.0015479876160990713
New Brunswick,1,ages75plus,"$25,000 to $49,999",Degree above Bachelor's,4,0.0030959752321981426
New Brunswick,1,ages75plus,"$50,000 to $74,999",No Highschool,2,0.0015479876160990713
New Brunswick,1,ages75plus,"$50,000 to $74,999",Completed Highschool,2,0.0015479876160990713
New Brunswick,1,ages75plus,"$50,000 to $74,999",Some College,1,0.00077399380804953565
New Brunswick,1,ages75plus,"$50,000 to $74,999",Some University,0,0
New Brunswick,1,ages75plus,"$50,000 to $74,999",Bachelor's Degree,1,0.00077399380804953565
New Brunswick,1,ages75plus,"$50,000 to $74,999",Degree above Bachelor's,2,0.0015479876160990713
New Brunswick,1,ages75plus,"$75,000 to $99,999",No Highschool,0,0
New Brunswick,1,ages75plus,"$75,000 to $99,999",Completed Highschool,0,0
New Brunswick,1,ages75plus,"$75,000 to $99,999",Some College,0,0
New Brunswick,1,ages75plus,"$75,000 to $99,999",Some University,1,0.00077399380804953565
New Brunswick,1,ages75plus,"$75,000 to $99,999",Bachelor's Degree,0,0
New Brunswick,1,ages75plus,"$75,000 to $99,999",Degree above Bachelor's,1,0.00077399380804953565
New Brunswick,1,ages75plus,"$100,000 to $ 124,999",No Highschool,0,0
New Brunswick,1,ages75plus,"$100,000 to $ 124,999",Completed Highschool,0,0
New Brunswick,1,ages75plus,"$100,000 to $ 124,999",Some College,0,0
New Brunswick,1,ages75plus,"$100,000 to $ 124,999",Some University,0,0
New Brunswick,1,ages75plus,"$100,000 to $ 124,999",Bachelor's Degree,0,0
New Brunswick,1,ages75plus,"$100,000 to $ 124,999",Degree above Bachelor's,1,0.00077399380804953565
New Brunswick,1,ages75plus,"$125,000 and more",No Highschool,0,0
New Brunswick,1,ages75plus,"$125,000 and more",Completed Highschool,0,0
New Brunswick,1,ages75plus,"$125,000 and more",Some College,0,0
New Brunswick,1,ages75plus,"$125,000 and more",Some University,0,0
New Brunswick,1,ages75plus,"$125,000 and more",Bachelor's Degree,0,0
New Brunswick,1,ages75plus,"$125,000 and more",Degree above Bachelor's,0,0
Newfoundland and Labrador,0,ages75plus,"Less than $25,000",No Highschool,21,0.019924098671726755
Newfoundland and Labrador,0,ages75plus,"Less than $25,000",Completed Highschool,6,0.0056925996204933585
Newfoundland and Labrador,0,ages75plus,"Less than $25,000",Some College,7,0.006641366223908918
Newfoundland and Labrador,0,ages75plus,"Less than $25,000",Some University,0,0
Newfoundland and Labrador,0,ages75plus,"Less than $25,000",Bachelor's Degree,0,0
Newfoundland and Labrador,0,ages75plus,"Less than $25,000",Degree above Bachelor's,0,0
Newfoundland and Labrador,0,ages75plus,"$25,000 to $49,999",No Highschool,4,0.003795066413662239
Newfoundland and Labrador,0,ages75plus,"$25,000 to $49,999",Completed Highschool,2,0.0018975332068311196
Newfoundland and Labrador,0,ages75plus,"$25,000 to $49,999",Some College,4,0.003795066413662239
Newfoundland and Labrador,0,ages75plus,"$25,000 to $49,999",Some University,1,9.487666034155598e-4
Newfoundland and Labrador,0,ages75plus,"$25,000 to $49,999",Bachelor's Degree,1,9.487666034155598e-4
Newfoundland and Labrador,0,ages75plus,"$25,000 to $49,999",Degree above Bachelor's,2,0.0018975332068311196
Newfoundland and Labrador,0,ages75plus,"$50,000 to $74,999",No Highschool,0,0
Newfoundland and Labrador,0,ages75plus,"$50,000 to $74,999",Completed Highschool,0,0
Newfoundland and Labrador,0,ages75plus,"$50,000 to $74,999",Some College,2,0.0018975332068311196
Newfoundland and Labrador,0,ages75plus,"$50,000 to $74,999",Some University,0,0
Newfoundland and Labrador,0,ages75plus,"$50,000 to $74,999",Bachelor's Degree,3,0.0028462998102466793
Newfoundland and Labrador,0,ages75plus,"$50,000 to $74,999",Degree above Bachelor's,2,0.0018975332068311196
Newfoundland and Labrador,0,ages75plus,"$75,000 to $99,999",No Highschool,0,0
Newfoundland and Labrador,0,ages75plus,"$75,000 to $99,999",Completed Highschool,0,0
Newfoundland and Labrador,0,ages75plus,"$75,000 to $99,999",Some College,0,0
Newfoundland and Labrador,0,ages75plus,"$75,000 to $99,999",Some University,0,0
Newfoundland and Labrador,0,ages75plus,"$75,000 to $99,999",Bachelor's Degree,0,0
Newfoundland and Labrador,0,ages75plus,"$75,000 to $99,999",Degree above Bachelor's,0,0
Newfoundland and Labrador,0,ages75plus,"$100,000 to $ 124,999",No Highschool,0,0
Newfoundland and Labrador,0,ages75plus,"$100,000 to $ 124,999",Completed Highschool,0,0
Newfoundland and Labrador,0,ages75plus,"$100,000 to $ 124,999",Some College,0,0
Newfoundland and Labrador,0,ages75plus,"$100,000 to $ 124,999",Some University,0,0
Newfoundland and Labrador,0,ages75plus,"$100,000 to $ 124,999",Bachelor's Degree,1,9.487666034155598e-4
Newfoundland and Labrador,0,ages75plus,"$100,000 to $ 124,999",Degree above Bachelor's,0,0
Newfoundland and Labrador,0,ages75plus,"$125,000 and more",No Highschool,0,0
Newfoundland and Labrador,0,ages75plus,"$125,000 and more",Completed Highschool,0,0
Newfoundland and Labrador,0,ages75plus,"$125,000 and more",Some College,0,0
Newfoundland and Labrador,0,ages75plus,"$125,000 and more",Some University,0,0
Newfoundland and Labrador,0,ages75plus,"$125,000 and more",Bachelor's Degree,0,0
Newfoundland and Labrador,0,ages75plus,"$125,000 and more",Degree above Bachelor's,0,0
Newfoundland and Labrador,1,ages75plus,"Less than $25,000",No Highschool,8,0.007590132827324478
Newfoundland and Labrador,1,ages75plus,"Less than $25,000",Completed Highschool,2,0.0018975332068311196
Newfoundland and Labrador,1,ages75plus,"Less than $25,000",Some College,3,0.0028462998102466793
Newfoundland and Labrador,1,ages75plus,"Less than $25,000",Some University,0,0
Newfoundland and Labrador,1,ages75plus,"Less than $25,000",Bachelor's Degree,0,0
Newfoundland and Labrador,1,ages75plus,"Less than $25,000",Degree above Bachelor's,1,9.487666034155598e-4
Newfoundland and Labrador,1,ages75plus,"$25,000 to $49,999",No Highschool,5,0.004743833017077799
Newfoundland and Labrador,1,ages75plus,"$25,000 to $49,999",Completed Highschool,4,0.003795066413662239
Newfoundland and Labrador,1,ages75plus,"$25,000 to $49,999",Some College,5,0.004743833017077799
Newfoundland and Labrador,1,ages75plus,"$25,000 to $49,999",Some University,2,0.0018975332068311196
Newfoundland and Labrador,1,ages75plus,"$25,000 to $49,999",Bachelor's Degree,3,0.0028462998102466793
Newfoundland and Labrador,1,ages75plus,"$25,000 to $49,999",Degree above Bachelor's,1,9.487666034155598e-4
Newfoundland and Labrador,1,ages75plus,"$50,000 to $74,999",No Highschool,0,0
Newfoundland and Labrador,1,ages75plus,"$50,000 to $74,999",Completed Highschool,1,9.487666034155598e-4
Newfoundland and Labrador,1,ages75plus,"$50,000 to $74,999",Some College,0,0
Newfoundland and Labrador,1,ages75plus,"$50,000 to $74,999",Some University,0,0
Newfoundland and Labrador,1,ages75plus,"$50,000 to $74,999",Bachelor's Degree,0,0
Newfoundland and Labrador,1,ages75plus,"$50,000 to $74,999",Degree above Bachelor's,2,0.0018975332068311196
Newfoundland and Labrador,1,ages75plus,"$75,000 to $99,999",No Highschool,0,0
Newfoundland and Labrador,1,ages75plus,"$75,000 to $99,999",Completed Highschool,1,9.487666034155598e-4
Newfoundland and Labrador,1,ages75plus,"$75,000 to $99,999",Some College,0,0
Newfoundland and Labrador,1,ages75plus,"$75,000 to $99,999",Some University,0,0
Newfoundland and Labrador,1,ages75plus,"$75,000 to $99,999",Bachelor's Degree,0,0
Newfoundland and Labrador,1,ages75plus,"$75,000 to $99,999",Degree above Bachelor's,0,0
Newfoundland and Labrador,1,ages75plus,"$100,000 to $ 124,999",No Highschool,0,0
Newfoundland and Labrador,1,ages75plus,"$100,000 to $ 124,999",Completed Highschool,0,0
Newfoundland and Labrador,1,ages75plus,"$100,000 to $ 124,999",Some College,0,0
Newfoundland and Labrador,1,ages75plus,"$100,000 to $ 124,999",Some University,0,0
Newfoundland and Labrador,1,ages75plus,"$100,000 to $ 124,999",Bachelor's Degree,0,0
Newfoundland and Labrador,1,ages75plus,"$100,000 to $ 124,999",Degree above Bachelor's,0,0
Newfoundland and Labrador,1,ages75plus,"$125,000 and more",No Highschool,0,0
Newfoundland and Labrador,1,ages75plus,"$125,000 and more",Completed Highschool,0,0
Newfoundland and Labrador,1,ages75plus,"$125,000 and more",Some College,0,0
Newfoundland and Labrador,1,ages75plus,"$125,000 and more",Some University,1,9.487666034155598e-4
Newfoundland and Labrador,1,ages75plus,"$125,000 and more",Bachelor's Degree,0,0
Newfoundland and Labrador,1,ages75plus,"$125,000 and more",Degree above Bachelor's,0,0
Nova Scotia,0,ages75plus,"Less than $25,000",No Highschool,24,0.017303532804614274
Nova Scotia,0,ages75plus,"Less than $25,000",Completed Highschool,7,0.005046863734679163
Nova Scotia,0,ages75plus,"Less than $25,000",Some College,11,0.007930785868781542
Nova Scotia,0,ages75plus,"Less than $25,000",Some University,2,0.0014419610670511895
Nova Scotia,0,ages75plus,"Less than $25,000",Bachelor's Degree,2,0.0014419610670511895
Nova Scotia,0,ages75plus,"Less than $25,000",Degree above Bachelor's,0,0
Nova Scotia,0,ages75plus,"$25,000 to $49,999",No Highschool,7,0.005046863734679163
Nova Scotia,0,ages75plus,"$25,000 to $49,999",Completed Highschool,8,0.005767844268204758
Nova Scotia,0,ages75plus,"$25,000 to $49,999",Some College,12,0.008651766402307137
Nova Scotia,0,ages75plus,"$25,000 to $49,999",Some University,2,0.0014419610670511895
Nova Scotia,0,ages75plus,"$25,000 to $49,999",Bachelor's Degree,1,7.209805335255948e-4
Nova Scotia,0,ages75plus,"$25,000 to $49,999",Degree above Bachelor's,1,7.209805335255948e-4
Nova Scotia,0,ages75plus,"$50,000 to $74,999",No Highschool,1,7.209805335255948e-4
Nova Scotia,0,ages75plus,"$50,000 to $74,999",Completed Highschool,2,0.0014419610670511895
Nova Scotia,0,ages75plus,"$50,000 to $74,999",Some College,2,0.0014419610670511895
Nova Scotia,0,ages75plus,"$50,000 to $74,999",Some University,1,7.209805335255948e-4
Nova Scotia,0,ages75plus,"$50,000 to $74,999",Bachelor's Degree,0,0
Nova Scotia,0,ages75plus,"$50,000 to $74,999",Degree above Bachelor's,2,0.0014419610670511895
Nova Scotia,0,ages75plus,"$75,000 to $99,999",No Highschool,0,0
Nova Scotia,0,ages75plus,"$75,000 to $99,999",Completed Highschool,1,7.209805335255948e-4
Nova Scotia,0,ages75plus,"$75,000 to $99,999",Some College,1,7.209805335255948e-4
Nova Scotia,0,ages75plus,"$75,000 to $99,999",Some University,0,0
Nova Scotia,0,ages75plus,"$75,000 to $99,999",Bachelor's Degree,2,0.0014419610670511895
Nova Scotia,0,ages75plus,"$75,000 to $99,999",Degree above Bachelor's,0,0
Nova Scotia,0,ages75plus,"$100,000 to $ 124,999",No Highschool,0,0
Nova Scotia,0,ages75plus,"$100,000 to $ 124,999",Completed Highschool,0,0
Nova Scotia,0,ages75plus,"$100,000 to $ 124,999",Some College,0,0
Nova Scotia,0,ages75plus,"$100,000 to $ 124,999",Some University,0,0
Nova Scotia,0,ages75plus,"$100,000 to $ 124,999",Bachelor's Degree,0,0
Nova Scotia,0,ages75plus,"$100,000 to $ 124,999",Degree above Bachelor's,0,0
Nova Scotia,0,ages75plus,"$125,000 and more",No Highschool,0,0
Nova Scotia,0,ages75plus,"$125,000 and more",Completed Highschool,0,0
Nova Scotia,0,ages75plus,"$125,000 and more",Some College,1,7.209805335255948e-4
Nova Scotia,0,ages75plus,"$125,000 and more",Some University,0,0
Nova Scotia,0,ages75plus,"$125,000 and more",Bachelor's Degree,1,7.209805335255948e-4
Nova Scotia,0,ages75plus,"$125,000 and more",Degree above Bachelor's,0,0
Nova Scotia,1,ages75plus,"Less than $25,000",No Highschool,12,0.008651766402307137
Nova Scotia,1,ages75plus,"Less than $25,000",Completed Highschool,2,0.0014419610670511895
Nova Scotia,1,ages75plus,"Less than $25,000",Some College,7,0.005046863734679163
Nova Scotia,1,ages75plus,"Less than $25,000",Some University,0,0
Nova Scotia,1,ages75plus,"Less than $25,000",Bachelor's Degree,0,0
Nova Scotia,1,ages75plus,"Less than $25,000",Degree above Bachelor's,0,0
Nova Scotia,1,ages75plus,"$25,000 to $49,999",No Highschool,11,0.007930785868781542
