province,male,agegroup,income,education,age,SupportLP,SupportCP,SupportNDP,SupportBQ,SupportGP,SupportPP,SupportAnother
Newfoundland and Labrador,0,ages35to44,"$125,000 and more",Bachelor's Degree,41,0,0,1,0,0,0,0
Nova Scotia,0,ages25to34,"$25,000 to $49,999",Bachelor's Degree,34,1,0,0,0,0,0,0
British Columbia,1,ages45to54,"$75,000 to $99,999",Some College,45,0,1,0,0,0,0,0
Ontario,0,ages35to44,"$125,000 and more",Degree above Bachelor's,40,1,0,0,0,0,0,0
Ontario,0,ages45to54,"$50,000 to $74,999",Bachelor's Degree,49,1,0,0,0,0,0,0
Alberta,1,ages35to44,"$125,000 and more",No Highschool,43,0,1,0,0,0,0,0
British Columbia,1,ages65to74,"$50,000 to $74,999",Completed Highschool,74,1,0,0,0,0,0,0
Nova Scotia,1,ages65to74,"$50,000 to $74,999",Degree above Bachelor's,69,0,0,0,0,1,0,0
Ontario,1,ages75plus,"$50,000 to $74,999",Some University,75,0,1,0,0,0,0,0
Quebec,1,ages45to54,"$75,000 to $99,999",Bachelor's Degree,54,1,0,0,0,0,0,0
Ontario,0,ages55to64,"$25,000 to $49,999",Completed Highschool,64,0,1,0,0,0,0,0
British Columbia,1,ages65to74,"$25,000 to $49,999",Some University,65,1,0,0,0,0,0,0
Ontario,1,ages35to44,"Less than $25,000",Degree above Bachelor's,38,0,1,0,0,0,0,0
Ontario,1,ages45to54,"$125,000 and more",Bachelor's Degree,45,1,0,0,0,0,0,0
Ontario,1,ages55to64,"$25,000 to $49,999",Some College,64,0,1,0,0,0,0,0
Quebec,0,ages75plus,"$50,000 to $74,999",Some University,77,0,0,1,0,0,0,0
Alberta,0,ages35to44,"$100,000 to $ 124,999",Some College,42,0,0,1,0,0,0,0
Alberta,1,ages45to54,"$75,000 to $99,999",Bachelor's Degree,50,1,0,0,0,0,0,0
Ontario,1,ages55to64,"$50,000 to $74,999",Bachelor's Degree,64,1,0,0,0,0,0,0
Manitoba,1,ages55to64,"$125,000 and more",Completed Highschool,58,0,1,0,0,0,0,0
Ontario,0,ages35to44,"$125,000 and more",Bachelor's Degree,39,0,1,0,0,0,0,0
Ontario,0,ages25to34,"$75,000 to $99,999",Some College,25,1,0,0,0,0,0,0
British Columbia,1,ages75plus,"$75,000 to $99,999",Some College,84,0,1,0,0,0,0,0
British Columbia,1,ages65to74,"$75,000 to $99,999",Some College,68,1,0,0,0,0,0,0
Nova Scotia,0,ages45to54,"$25,000 to $49,999",Some College,45,0,0,0,0,1,0,0
British Columbia,1,ages55to64,"$125,000 and more",Degree above Bachelor's,55,1,0,0,0,0,0,0
Quebec,1,ages45to54,"$75,000 to $99,999",Degree above Bachelor's,45,1,0,0,0,0,0,0
Ontario,0,ages25to34,"$25,000 to $49,999",Degree above Bachelor's,26,1,0,0,0,0,0,0
Ontario,1,ages35to44,"$50,000 to $74,999",Some College,43,0,0,0,0,0,1,0
Ontario,0,ages25to34,"$50,000 to $74,999",Degree above Bachelor's,30,0,0,0,0,1,0,0
Ontario,1,ages65to74,"$125,000 and more",Bachelor's Degree,74,0,1,0,0,0,0,0
British Columbia,0,ages55to64,"$25,000 to $49,999",Bachelor's Degree,63,0,1,0,0,0,0,0
Ontario,0,ages65to74,"$25,000 to $49,999",Completed Highschool,71,1,0,0,0,0,0,0
British Columbia,1,ages45to54,"$125,000 and more",Some University,51,0,1,0,0,0,0,0
Quebec,0,ages45to54,"$50,000 to $74,999",Bachelor's Degree,48,0,0,1,0,0,0,0
Alberta,0,ages25to34,"$125,000 and more",Some College,32,0,1,0,0,0,0,0
New Brunswick,0,ages35to44,"$50,000 to $74,999",Some College,36,1,0,0,0,0,0,0
Quebec,0,ages65to74,"$25,000 to $49,999",Some University,70,0,0,0,1,0,0,0
British Columbia,0,ages65to74,"$25,000 to $49,999",Some University,73,0,0,0,0,1,0,0
Ontario,0,ages25to34,"$100,000 to $ 124,999",Some College,34,0,0,1,0,0,0,0
British Columbia,1,ages35to44,"$125,000 and more",Some College,39,1,0,0,0,0,0,0
Nova Scotia,0,ages65to74,"$25,000 to $49,999",No Highschool,71,1,0,0,0,0,0,0
Ontario,1,ages55to64,"$125,000 and more",Degree above Bachelor's,56,0,1,0,0,0,0,0
Ontario,1,ages65to74,"$25,000 to $49,999",Bachelor's Degree,71,1,0,0,0,0,0,0
Ontario,1,ages35to44,"$75,000 to $99,999",Bachelor's Degree,43,1,0,0,0,0,0,0
Quebec,1,ages55to64,"$100,000 to $ 124,999",Completed Highschool,59,0,0,0,1,0,0,0
Ontario,0,ages55to64,"$75,000 to $99,999",Degree above Bachelor's,58,0,0,0,0,1,0,0
Quebec,0,ages35to44,"$100,000 to $ 124,999",Some University,40,1,0,0,0,0,0,0
Ontario,1,ages25to34,"$50,000 to $74,999",Completed Highschool,26,0,0,0,0,1,0,0
Ontario,0,ages65to74,"$75,000 to $99,999",Bachelor's Degree,70,1,0,0,0,0,0,0
Ontario,0,ages25to34,"$50,000 to $74,999",Bachelor's Degree,26,0,0,0,0,1,0,0
Ontario,1,ages35to44,"$50,000 to $74,999",Degree above Bachelor's,36,1,0,0,0,0,0,0
Ontario,1,ages75plus,"$50,000 to $74,999",Some College,78,1,0,0,0,0,0,0
Ontario,0,ages25to34,"$25,000 to $49,999",No Highschool,32,1,0,0,0,0,0,0
Manitoba,0,ages55to64,"$75,000 to $99,999",Bachelor's Degree,56,0,1,0,0,0,0,0
Quebec,1,ages35to44,"$50,000 to $74,999",Degree above Bachelor's,40,0,0,1,0,0,0,0
Ontario,0,ages35to44,"$100,000 to $ 124,999",Some College,41,0,1,0,0,0,0,0
Ontario,0,ages65to74,"$75,000 to $99,999",Completed Highschool,73,0,1,0,0,0,0,0
Quebec,1,ages45to54,"$50,000 to $74,999",Completed Highschool,52,0,1,0,0,0,0,0
Ontario,1,ages65to74,"$125,000 and more",Some University,69,0,1,0,0,0,0,0
Newfoundland and Labrador,0,ages65to74,"$50,000 to $74,999",Some College,70,1,0,0,0,0,0,0
Ontario,0,ages45to54,"$25,000 to $49,999",Degree above Bachelor's,47,1,0,0,0,0,0,0
Nova Scotia,0,ages18to24,"$25,000 to $49,999",Completed Highschool,24,0,0,1,0,0,0,0
Alberta,0,ages65to74,"Less than $25,000",Completed Highschool,66,1,0,0,0,0,0,0
Nova Scotia,0,ages25to34,"$100,000 to $ 124,999",Some College,34,0,0,0,0,1,0,0
British Columbia,1,ages35to44,"$125,000 and more",Bachelor's Degree,39,0,0,1,0,0,0,0
British Columbia,0,ages45to54,"$125,000 and more",Some College,50,0,1,0,0,0,0,0
Saskatchewan,1,ages25to34,"$75,000 to $99,999",Bachelor's Degree,33,0,1,0,0,0,0,0
Ontario,0,ages35to44,"$75,000 to $99,999",Bachelor's Degree,44,0,1,0,0,0,0,0
Ontario,0,ages45to54,"$125,000 and more",Some College,53,1,0,0,0,0,0,0
British Columbia,0,ages45to54,"$75,000 to $99,999",Bachelor's Degree,46,0,0,1,0,0,0,0
Alberta,1,ages18to24,"$100,000 to $ 124,999",Some University,22,0,0,1,0,0,0,0
Ontario,1,ages65to74,"$25,000 to $49,999",Some College,69,0,1,0,0,0,0,0
Ontario,1,ages65to74,"$25,000 to $49,999",Degree above Bachelor's,68,0,1,0,0,0,0,0
Ontario,0,ages65to74,"$125,000 and more",Bachelor's Degree,70,1,0,0,0,0,0,0
Ontario,1,ages35to44,"$25,000 to $49,999",Bachelor's Degree,42,0,1,0,0,0,0,0
Quebec,0,ages25to34,"$75,000 to $99,999",Bachelor's Degree,34,1,0,0,0,0,0,0
Ontario,0,ages65to74,"$75,000 to $99,999",Bachelor's Degree,71,0,1,0,0,0,0,0
Ontario,0,ages45to54,"$50,000 to $74,999",Completed Highschool,51,1,0,0,0,0,0,0
Ontario,0,ages75plus,"Less than $25,000",Completed Highschool,93,0,0,1,0,0,0,0
Alberta,0,ages25to34,"$75,000 to $99,999",Some College,28,1,0,0,0,0,0,0
British Columbia,0,ages35to44,"$125,000 and more",Completed Highschool,38,0,0,1,0,0,0,0
Alberta,0,ages45to54,"$100,000 to $ 124,999",Bachelor's Degree,51,0,1,0,0,0,0,0
Alberta,1,ages35to44,"$50,000 to $74,999",Degree above Bachelor's,40,0,0,0,0,0,1,0
Quebec,1,ages45to54,"$100,000 to $ 124,999",Bachelor's Degree,50,0,1,0,0,0,0,0
Ontario,0,ages25to34,"$25,000 to $49,999",Bachelor's Degree,29,1,0,0,0,0,0,0
Ontario,1,ages25to34,"$25,000 to $49,999",Some College,31,0,0,1,0,0,0,0
Ontario,0,ages65to74,"$25,000 to $49,999",Completed Highschool,73,1,0,0,0,0,0,0
Quebec,1,ages35to44,"Less than $25,000",Bachelor's Degree,43,1,0,0,0,0,0,0
Quebec,1,ages65to74,"$75,000 to $99,999",Completed Highschool,70,0,1,0,0,0,0,0
Ontario,1,ages35to44,"$100,000 to $ 124,999",Completed Highschool,36,0,0,1,0,0,0,0
Ontario,1,ages45to54,"$50,000 to $74,999",Completed Highschool,49,1,0,0,0,0,0,0
British Columbia,0,ages25to34,"$50,000 to $74,999",Completed Highschool,34,0,0,1,0,0,0,0
Ontario,1,ages35to44,"$125,000 and more",Bachelor's Degree,39,0,1,0,0,0,0,0
Alberta,0,ages25to34,"Less than $25,000",Some College,34,0,1,0,0,0,0,0
Ontario,1,ages65to74,"$25,000 to $49,999",Some College,70,0,1,0,0,0,0,0
Ontario,1,ages75plus,"$25,000 to $49,999",Degree above Bachelor's,77,1,0,0,0,0,0,0
Ontario,0,ages35to44,"Less than $25,000",Completed Highschool,44,0,0,1,0,0,0,0
Ontario,0,ages25to34,"$50,000 to $74,999",Some College,32,0,0,0,0,1,0,0
Ontario,0,ages45to54,"$25,000 to $49,999",Degree above Bachelor's,48,0,0,1,0,0,0,0
British Columbia,0,ages35to44,"Less than $25,000",Some College,40,0,0,1,0,0,0,0
Ontario,0,ages45to54,"$125,000 and more",Bachelor's Degree,50,0,1,0,0,0,0,0
British Columbia,1,ages55to64,"$50,000 to $74,999",Completed Highschool,55,0,1,0,0,0,0,0
Alberta,0,ages35to44,"$100,000 to $ 124,999",Some College,35,0,1,0,0,0,0,0
Quebec,1,ages25to34,"$100,000 to $ 124,999",Bachelor's Degree,31,0,1,0,0,0,0,0
Manitoba,1,ages55to64,"$50,000 to $74,999",Completed Highschool,55,0,1,0,0,0,0,0
British Columbia,0,ages25to34,"$100,000 to $ 124,999",Bachelor's Degree,29,0,0,1,0,0,0,0
Quebec,1,ages35to44,"$25,000 to $49,999",Completed Highschool,39,1,0,0,0,0,0,0
Nova Scotia,0,ages65to74,"$25,000 to $49,999",Some University,66,0,0,1,0,0,0,0
Ontario,1,ages45to54,"Less than $25,000",Degree above Bachelor's,51,1,0,0,0,0,0,0
Ontario,0,ages25to34,"$75,000 to $99,999",Bachelor's Degree,30,1,0,0,0,0,0,0
Quebec,0,ages25to34,"$25,000 to $49,999",Some College,32,1,0,0,0,0,0,0
Ontario,0,ages45to54,"$125,000 and more",Some College,53,0,1,0,0,0,0,0
Quebec,0,ages35to44,"$100,000 to $ 124,999",Degree above Bachelor's,39,1,0,0,0,0,0,0
Ontario,0,ages35to44,"$75,000 to $99,999",Degree above Bachelor's,40,0,1,0,0,0,0,0
Ontario,0,ages25to34,"$125,000 and more",Degree above Bachelor's,28,0,0,0,0,1,0,0
Ontario,1,ages35to44,"$50,000 to $74,999",Bachelor's Degree,36,0,1,0,0,0,0,0
British Columbia,1,ages55to64,"$50,000 to $74,999",Bachelor's Degree,62,0,1,0,0,0,0,0
British Columbia,1,ages35to44,"$125,000 and more",Completed Highschool,39,0,1,0,0,0,0,0
Ontario,0,ages25to34,"Less than $25,000",Degree above Bachelor's,31,1,0,0,0,0,0,0
Ontario,0,ages25to34,"$75,000 to $99,999",Bachelor's Degree,28,1,0,0,0,0,0,0
Ontario,0,ages65to74,"$125,000 and more",Some University,69,0,0,0,0,1,0,0
Alberta,0,ages45to54,"Less than $25,000",Some College,54,0,1,0,0,0,0,0
Ontario,1,ages45to54,"$100,000 to $ 124,999",Degree above Bachelor's,54,0,1,0,0,0,0,0
Alberta,0,ages45to54,"$50,000 to $74,999",Some College,47,0,1,0,0,0,0,0
Ontario,0,ages65to74,"$25,000 to $49,999",Degree above Bachelor's,70,1,0,0,0,0,0,0
Ontario,0,ages18to24,"$50,000 to $74,999",Bachelor's Degree,24,1,0,0,0,0,0,0
Ontario,1,ages18to24,"$25,000 to $49,999",Completed Highschool,21,0,1,0,0,0,0,0
Quebec,1,ages25to34,"$75,000 to $99,999",Bachelor's Degree,31,0,0,1,0,0,0,0
Manitoba,0,ages45to54,"$25,000 to $49,999",Some University,46,0,0,1,0,0,0,0
Ontario,1,ages25to34,"$75,000 to $99,999",Bachelor's Degree,25,1,0,0,0,0,0,0
Quebec,1,ages35to44,"$50,000 to $74,999",Bachelor's Degree,36,0,1,0,0,0,0,0
Ontario,0,ages65to74,"$50,000 to $74,999",Some College,67,0,1,0,0,0,0,0
Manitoba,0,ages35to44,"$75,000 to $99,999",Some College,40,0,0,0,0,1,0,0
British Columbia,0,ages65to74,"$100,000 to $ 124,999",Bachelor's Degree,65,1,0,0,0,0,0,0
Ontario,1,ages18to24,"$50,000 to $74,999",Completed Highschool,20,0,1,0,0,0,0,0
Quebec,1,ages25to34,"$125,000 and more",Bachelor's Degree,31,0,0,0,0,1,0,0
Ontario,1,ages45to54,"$50,000 to $74,999",Completed Highschool,47,0,1,0,0,0,0,0
Quebec,0,ages25to34,"$25,000 to $49,999",Completed Highschool,29,1,0,0,0,0,0,0
Quebec,1,ages25to34,"$50,000 to $74,999",No Highschool,34,1,0,0,0,0,0,0
Quebec,1,ages45to54,"$25,000 to $49,999",Completed Highschool,52,0,1,0,0,0,0,0
Quebec,1,ages35to44,"$100,000 to $ 124,999",Some University,38,1,0,0,0,0,0,0
Alberta,1,ages25to34,"$100,000 to $ 124,999",No Highschool,34,0,1,0,0,0,0,0
Alberta,0,ages35to44,"Less than $25,000",Completed Highschool,44,0,0,0,0,1,0,0
Alberta,0,ages45to54,"$25,000 to $49,999",Degree above Bachelor's,49,0,1,0,0,0,0,0
Manitoba,0,ages18to24,"$75,000 to $99,999",Some College,23,1,0,0,0,0,0,0
British Columbia,1,ages65to74,"$25,000 to $49,999",Completed Highschool,74,0,1,0,0,0,0,0
Ontario,0,ages35to44,"$50,000 to $74,999",Bachelor's Degree,36,0,0,1,0,0,0,0
Quebec,0,ages65to74,"Less than $25,000",Completed Highschool,69,1,0,0,0,0,0,0
Quebec,1,ages55to64,"$50,000 to $74,999",Completed Highschool,57,0,0,1,0,0,0,0
Ontario,1,ages55to64,"$25,000 to $49,999",Bachelor's Degree,55,0,0,0,0,1,0,0
British Columbia,1,ages75plus,"$50,000 to $74,999",Completed Highschool,75,0,1,0,0,0,0,0
British Columbia,0,ages65to74,"Less than $25,000",Completed Highschool,71,0,0,1,0,0,0,0
Ontario,1,ages65to74,"$125,000 and more",Bachelor's Degree,66,0,0,1,0,0,0,0
Ontario,1,ages55to64,"$125,000 and more",Degree above Bachelor's,64,1,0,0,0,0,0,0
Alberta,0,ages25to34,"$75,000 to $99,999",Bachelor's Degree,32,1,0,0,0,0,0,0
Manitoba,1,ages45to54,"Less than $25,000",Completed Highschool,48,1,0,0,0,0,0,0
Ontario,1,ages65to74,"$50,000 to $74,999",Completed Highschool,73,1,0,0,0,0,0,0
British Columbia,0,ages65to74,"$100,000 to $ 124,999",Bachelor's Degree,71,1,0,0,0,0,0,0
Quebec,1,ages75plus,"$25,000 to $49,999",Bachelor's Degree,77,0,1,0,0,0,0,0
British Columbia,1,ages65to74,"$50,000 to $74,999",Bachelor's Degree,73,0,1,0,0,0,0,0
British Columbia,0,ages35to44,"$100,000 to $ 124,999",Completed Highschool,41,0,0,1,0,0,0,0
Ontario,1,ages65to74,"Less than $25,000",Completed Highschool,71,1,0,0,0,0,0,0
Ontario,0,ages75plus,"Less than $25,000",Completed Highschool,76,0,1,0,0,0,0,0
Nova Scotia,0,ages18to24,"$25,000 to $49,999",Bachelor's Degree,23,1,0,0,0,0,0,0
British Columbia,1,ages35to44,"$50,000 to $74,999",Bachelor's Degree,38,1,0,0,0,0,0,0
Ontario,0,ages65to74,"$50,000 to $74,999",Completed Highschool,70,0,1,0,0,0,0,0
Quebec,0,ages55to64,"$125,000 and more",Bachelor's Degree,56,0,0,0,1,0,0,0
Ontario,0,ages55to64,"Less than $25,000",Some College,64,0,0,0,0,0,0,1
Ontario,0,ages35to44,"$50,000 to $74,999",Some College,35,1,0,0,0,0,0,0
Quebec,1,ages65to74,"$25,000 to $49,999",Some College,69,1,0,0,0,0,0,0
British Columbia,1,ages65to74,"$125,000 and more",Bachelor's Degree,66,0,1,0,0,0,0,0
British Columbia,0,ages25to34,"Less than $25,000",Completed Highschool,28,1,0,0,0,0,0,0
Ontario,1,ages45to54,"$75,000 to $99,999",Some University,54,0,1,0,0,0,0,0
Ontario,1,ages65to74,"$75,000 to $99,999",Some College,66,0,1,0,0,0,0,0
Alberta,1,ages35to44,"$100,000 to $ 124,999",Bachelor's Degree,35,0,1,0,0,0,0,0
British Columbia,1,ages25to34,"$50,000 to $74,999",Completed Highschool,31,0,0,0,0,1,0,0
Alberta,0,ages55to64,"$25,000 to $49,999",Completed Highschool,63,0,1,0,0,0,0,0
British Columbia,0,ages55to64,"$125,000 and more",Completed Highschool,56,1,0,0,0,0,0,0
Quebec,1,ages35to44,"Less than $25,000",Completed Highschool,35,1,0,0,0,0,0,0
Ontario,1,ages75plus,"$25,000 to $49,999",Some University,81,0,1,0,0,0,0,0
New Brunswick,1,ages55to64,"$125,000 and more",Some University,60,1,0,0,0,0,0,0
Ontario,1,ages65to74,"$25,000 to $49,999",Completed Highschool,65,0,0,1,0,0,0,0
Quebec,1,ages55to64,"Less than $25,000",Some College,63,0,0,1,0,0,0,0
New Brunswick,1,ages55to64,"Less than $25,000",Some College,59,1,0,0,0,0,0,0
Quebec,1,ages75plus,"$50,000 to $74,999",Some College,79,1,0,0,0,0,0,0
Ontario,1,ages65to74,"$75,000 to $99,999",Some College,72,0,1,0,0,0,0,0
Quebec,1,ages18to24,"Less than $25,000",Completed Highschool,21,1,0,0,0,0,0,0
Quebec,0,ages45to54,"$100,000 to $ 124,999",Some College,52,1,0,0,0,0,0,0
British Columbia,1,ages65to74,"$100,000 to $ 124,999",Degree above Bachelor's,70,0,1,0,0,0,0,0
Ontario,0,ages55to64,"$25,000 to $49,999",Completed Highschool,62,1,0,0,0,0,0,0
Quebec,0,ages18to24,"$75,000 to $99,999",Completed Highschool,20,0,0,1,0,0,0,0
Ontario,0,ages45to54,"$75,000 to $99,999",Completed Highschool,46,1,0,0,0,0,0,0
Alberta,1,ages65to74,"$75,000 to $99,999",Some College,69,0,1,0,0,0,0,0
Saskatchewan,0,ages35to44,"$25,000 to $49,999",Bachelor's Degree,39,0,0,1,0,0,0,0
Ontario,0,ages35to44,"$50,000 to $74,999",Some College,42,0,1,0,0,0,0,0
Alberta,0,ages65to74,"$25,000 to $49,999",Some College,74,0,1,0,0,0,0,0
Manitoba,0,ages55to64,"$75,000 to $99,999",Degree above Bachelor's,61,0,0,0,0,1,0,0
Alberta,1,ages45to54,"$75,000 to $99,999",Some College,49,0,1,0,0,0,0,0
Ontario,1,ages55to64,"$100,000 to $ 124,999",Bachelor's Degree,60,1,0,0,0,0,0,0
Quebec,0,ages55to64,"$25,000 to $49,999",Completed Highschool,56,0,0,0,1,0,0,0
Ontario,0,ages35to44,"$125,000 and more",Degree above Bachelor's,42,0,1,0,0,0,0,0
Quebec,1,ages55to64,"$125,000 and more",Some University,61,0,1,0,0,0,0,0
British Columbia,1,ages55to64,"$125,000 and more",Degree above Bachelor's,63,1,0,0,0,0,0,0
Ontario,1,ages45to54,"$125,000 and more",Bachelor's Degree,54,0,0,0,0,0,0,1
Manitoba,1,ages75plus,"$100,000 to $ 124,999",Degree above Bachelor's,79,1,0,0,0,0,0,0
Alberta,1,ages55to64,"$75,000 to $99,999",Completed Highschool,62,0,1,0,0,0,0,0
Ontario,0,ages45to54,"$100,000 to $ 124,999",Completed Highschool,51,0,1,0,0,0,0,0
Ontario,0,ages55to64,"Less than $25,000",Completed Highschool,59,0,1,0,0,0,0,0
Alberta,0,ages65to74,"$125,000 and more",Bachelor's Degree,74,0,1,0,0,0,0,0
New Brunswick,0,ages55to64,"Less than $25,000",Completed Highschool,59,1,0,0,0,0,0,0
Saskatchewan,0,ages55to64,"$25,000 to $49,999",Bachelor's Degree,58,0,0,1,0,0,0,0
Ontario,1,ages25to34,"$125,000 and more",Some University,34,1,0,0,0,0,0,0
Alberta,1,ages65to74,"$50,000 to $74,999",Completed Highschool,68,0,1,0,0,0,0,0
Alberta,0,ages55to64,"$125,000 and more",Completed Highschool,58,0,1,0,0,0,0,0
Alberta,1,ages55to64,"$75,000 to $99,999",Bachelor's Degree,55,0,0,1,0,0,0,0
British Columbia,0,ages35to44,"$75,000 to $99,999",Some College,36,1,0,0,0,0,0,0
Quebec,1,ages25to34,"Less than $25,000",Completed Highschool,32,1,0,0,0,0,0,0
Ontario,1,ages75plus,"$125,000 and more",Some College,76,0,1,0,0,0,0,0
Alberta,1,ages25to34,"$100,000 to $ 124,999",Bachelor's Degree,32,0,0,1,0,0,0,0
British Columbia,0,ages35to44,"$75,000 to $99,999",No Highschool,35,0,1,0,0,0,0,0
Ontario,1,ages75plus,"$75,000 to $99,999",Degree above Bachelor's,82,0,0,0,0,1,0,0
Manitoba,0,ages45to54,"$25,000 to $49,999",Bachelor's Degree,48,0,1,0,0,0,0,0
British Columbia,1,ages65to74,"Less than $25,000",Some University,74,0,0,1,0,0,0,0
Quebec,1,ages55to64,"$50,000 to $74,999",Some College,63,0,0,0,1,0,0,0
Ontario,0,ages55to64,"$100,000 to $ 124,999",Degree above Bachelor's,61,1,0,0,0,0,0,0
Ontario,0,ages35to44,"$50,000 to $74,999",Some College,40,1,0,0,0,0,0,0
British Columbia,0,ages65to74,"$25,000 to $49,999",Some College,74,0,1,0,0,0,0,0
Ontario,0,ages35to44,"$25,000 to $49,999",Some University,44,0,0,0,0,0,0,1
Quebec,0,ages25to34,"$125,000 and more",Bachelor's Degree,29,1,0,0,0,0,0,0
Ontario,1,ages55to64,"$125,000 and more",Bachelor's Degree,56,1,0,0,0,0,0,0
Manitoba,0,ages25to34,"$25,000 to $49,999",Completed Highschool,26,0,1,0,0,0,0,0
Ontario,0,ages65to74,"$25,000 to $49,999",Some College,70,1,0,0,0,0,0,0
Ontario,0,ages45to54,"Less than $25,000",Completed Highschool,50,1,0,0,0,0,0,0
Ontario,0,ages45to54,"$75,000 to $99,999",Completed Highschool,49,0,1,0,0,0,0,0
Alberta,0,ages65to74,"$125,000 and more",No Highschool,66,0,1,0,0,0,0,0
Ontario,0,ages45to54,"$75,000 to $99,999",Some College,52,0,1,0,0,0,0,0
Ontario,1,ages55to64,"$50,000 to $74,999",Completed Highschool,62,1,0,0,0,0,0,0
Quebec,1,ages55to64,"$125,000 and more",Bachelor's Degree,57,0,0,0,1,0,0,0
Alberta,1,ages45to54,"$50,000 to $74,999",Bachelor's Degree,54,0,1,0,0,0,0,0
Ontario,1,ages65to74,"$125,000 and more",Completed Highschool,65,1,0,0,0,0,0,0
Ontario,1,ages65to74,"$100,000 to $ 124,999",Some University,65,1,0,0,0,0,0,0
Newfoundland and Labrador,0,ages25to34,"Less than $25,000",Some College,29,0,0,1,0,0,0,0
Ontario,1,ages75plus,"$100,000 to $ 124,999",Degree above Bachelor's,88,0,1,0,0,0,0,0
Saskatchewan,1,ages75plus,"$125,000 and more",Some College,75,0,0,0,0,1,0,0
Quebec,0,ages65to74,"$25,000 to $49,999",Completed Highschool,72,1,0,0,0,0,0,0
Quebec,0,ages45to54,"$50,000 to $74,999",No Highschool,49,0,0,0,0,0,1,0
Ontario,0,ages65to74,"$50,000 to $74,999",Completed Highschool,66,0,1,0,0,0,0,0
Alberta,0,ages25to34,"$50,000 to $74,999",Bachelor's Degree,25,1,0,0,0,0,0,0
Ontario,1,ages65to74,"$75,000 to $99,999",Bachelor's Degree,73,1,0,0,0,0,0,0
Ontario,1,ages45to54,"$100,000 to $ 124,999",Degree above Bachelor's,48,1,0,0,0,0,0,0
British Columbia,1,ages35to44,"$125,000 and more",Some College,38,1,0,0,0,0,0,0
Alberta,1,ages45to54,"$125,000 and more",Completed Highschool,48,0,1,0,0,0,0,0
Ontario,1,ages65to74,"$125,000 and more",Degree above Bachelor's,71,0,1,0,0,0,0,0
Ontario,0,ages45to54,"$100,000 to $ 124,999",Degree above Bachelor's,52,1,0,0,0,0,0,0
Ontario,1,ages75plus,"$25,000 to $49,999",Bachelor's Degree,81,1,0,0,0,0,0,0
Ontario,0,ages45to54,"Less than $25,000",Completed Highschool,53,0,1,0,0,0,0,0
Quebec,1,ages35to44,"Less than $25,000",Some College,42,0,0,1,0,0,0,0
Alberta,1,ages55to64,"$50,000 to $74,999",Some College,64,0,1,0,0,0,0,0
British Columbia,0,ages65to74,"$50,000 to $74,999",Completed Highschool,67,0,1,0,0,0,0,0
British Columbia,1,ages45to54,"$125,000 and more",Some College,51,0,0,0,0,1,0,0
Ontario,0,ages45to54,"$25,000 to $49,999",Completed Highschool,51,0,1,0,0,0,0,0
British Columbia,0,ages65to74,"Less than $25,000",Some University,65,0,0,0,0,1,0,0
Ontario,1,ages65to74,"$50,000 to $74,999",Completed Highschool,71,0,1,0,0,0,0,0
Ontario,1,ages65to74,"$125,000 and more",Bachelor's Degree,72,0,1,0,0,0,0,0
Alberta,1,ages65to74,"$50,000 to $74,999",Bachelor's Degree,69,0,1,0,0,0,0,0
Alberta,1,ages45to54,"$50,000 to $74,999",Some College,52,0,1,0,0,0,0,0
New Brunswick,0,ages25to34,"$25,000 to $49,999",Bachelor's Degree,32,1,0,0,0,0,0,0
Quebec,1,ages35to44,"$75,000 to $99,999",Degree above Bachelor's,41,1,0,0,0,0,0,0
Ontario,1,ages65to74,"$125,000 and more",Some College,69,0,1,0,0,0,0,0
Manitoba,0,ages35to44,"Less than $25,000",Completed Highschool,41,0,0,1,0,0,0,0
Quebec,1,ages25to34,"$75,000 to $99,999",Bachelor's Degree,31,0,0,0,0,0,1,0
Quebec,0,ages18to24,"Less than $25,000",Completed Highschool,23,0,0,1,0,0,0,0
Ontario,1,ages55to64,"$100,000 to $ 124,999",Some College,58,0,1,0,0,0,0,0
Saskatchewan,1,ages45to54,"$50,000 to $74,999",Bachelor's Degree,46,0,1,0,0,0,0,0
Ontario,1,ages45to54,"$100,000 to $ 124,999",Completed Highschool,54,1,0,0,0,0,0,0
Quebec,0,ages35to44,"$50,000 to $74,999",Some College,38,1,0,0,0,0,0,0
Quebec,0,ages55to64,"$75,000 to $99,999",Some University,64,0,1,0,0,0,0,0
Ontario,1,ages45to54,"$75,000 to $99,999",Some College,54,1,0,0,0,0,0,0
Quebec,0,ages45to54,"$25,000 to $49,999",Completed Highschool,46,0,1,0,0,0,0,0
New Brunswick,1,ages55to64,"$75,000 to $99,999",Bachelor's Degree,60,0,1,0,0,0,0,0
Quebec,1,ages25to34,"$100,000 to $ 124,999",Degree above Bachelor's,34,0,0,1,0,0,0,0
Ontario,0,ages55to64,"$25,000 to $49,999",Some College,58,1,0,0,0,0,0,0
Alberta,0,ages25to34,"$125,000 and more",Bachelor's Degree,34,0,1,0,0,0,0,0
Ontario,0,ages35to44,"Less than $25,000",Completed Highschool,36,0,0,0,0,1,0,0
New Brunswick,0,ages25to34,"$50,000 to $74,999",Some University,32,0,0,1,0,0,0,0
Ontario,1,ages65to74,"$75,000 to $99,999",Some College,71,0,1,0,0,0,0,0
Alberta,0,ages25to34,"$75,000 to $99,999",Some College,27,0,1,0,0,0,0,0
