province,male,agegroup,income,education,age,SupportLP,SupportCP,SupportNDP,SupportBQ,SupportGP,SupportPP,SupportAnother
Quebec,0,ages55to64,"$25,000 to $49,999",Completed Highschool,56,0,1,0,0,0,0,0
Ontario,0,ages65to74,"$75,000 to $99,999",Degree above Bachelor's,72,0,1,0,0,0,0,0
Ontario,1,ages55to64,"$75,000 to $99,999",Completed Highschool,58,1,0,0,0,0,0,0
Quebec,1,ages25to34,"$100,000 to $ 124,999",Completed Highschool,34,0,0,0,1,0,0,0
Quebec,1,ages55to64,"Less than $25,000",Some College,56,1,0,0,0,0,0,0
Quebec,1,ages55to64,"$75,000 to $99,999",Bachelor's Degree,55,0,0,0,1,0,0,0
Ontario,1,ages65to74,"$100,000 to $ 124,999",Degree above Bachelor's,72,0,0,1,0,0,0,0
Ontario,0,ages45to54,"$50,000 to $74,999",Completed Highschool,54,0,0,0,0,0,1,0
Ontario,1,ages75plus,"$75,000 to $99,999",Degree above Bachelor's,76,0,0,0,0,1,0,0
Ontario,1,ages75plus,"$50,000 to $74,999",Bachelor's Degree,78,1,0,0,0,0,0,0
Quebec,1,ages25to34,"Less than $25,000",Some University,26,0,1,0,0,0,0,0
Nova Scotia,0,ages45to54,"$75,000 to $99,999",Completed Highschool,54,1,0,0,0,0,0,0
Ontario,1,ages55to64,"$75,000 to $99,999",Bachelor's Degree,63,0,1,0,0,0,0,0
Quebec,1,ages55to64,"Less than $25,000",Completed Highschool,62,1,0,0,0,0,0,0
Ontario,1,ages35to44,"$100,000 to $ 124,999",Bachelor's Degree,42,0,1,0,0,0,0,0
Quebec,0,ages35to44,"$125,000 and more",Some University,44,0,0,0,1,0,0,0
Ontario,1,ages65to74,"$125,000 and more",Some College,65,1,0,0,0,0,0,0
Ontario,0,ages55to64,"$50,000 to $74,999",Completed Highschool,64,0,1,0,0,0,0,0
New Brunswick,1,ages35to44,"$50,000 to $74,999",Completed Highschool,40,0,0,1,0,0,0,0
Quebec,0,ages45to54,"$75,000 to $99,999",Bachelor's Degree,53,0,0,0,0,1,0,0
Ontario,1,ages45to54,"$125,000 and more",Bachelor's Degree,50,0,1,0,0,0,0,0
Ontario,1,ages55to64,"$125,000 and more",Bachelor's Degree,56,0,1,0,0,0,0,0
Ontario,1,ages45to54,"$125,000 and more",Degree above Bachelor's,53,0,1,0,0,0,0,0
Quebec,0,ages55to64,"$75,000 to $99,999",Completed Highschool,56,0,0,0,1,0,0,0
Ontario,0,ages65to74,"Less than $25,000",Completed Highschool,70,0,1,0,0,0,0,0
Ontario,1,ages65to74,"$125,000 and more",Degree above Bachelor's,67,0,1,0,0,0,0,0
Quebec,0,ages45to54,"$25,000 to $49,999",Completed Highschool,53,0,1,0,0,0,0,0
Quebec,0,ages35to44,"$25,000 to $49,999",Bachelor's Degree,40,1,0,0,0,0,0,0
Ontario,1,ages55to64,"$75,000 to $99,999",Some College,63,0,1,0,0,0,0,0
Ontario,1,ages35to44,"$125,000 and more",Bachelor's Degree,38,0,1,0,0,0,0,0
Quebec,1,ages35to44,"$50,000 to $74,999",Bachelor's Degree,37,0,0,1,0,0,0,0
Ontario,0,ages45to54,"$50,000 to $74,999",Some University,46,0,0,1,0,0,0,0
Ontario,1,ages75plus,"$50,000 to $74,999",Degree above Bachelor's,81,0,1,0,0,0,0,0
Quebec,0,ages65to74,"$75,000 to $99,999",Some College,67,0,0,0,0,1,0,0
Ontario,1,ages65to74,"$50,000 to $74,999",Some College,66,0,0,0,0,0,1,0
Quebec,1,ages65to74,"$25,000 to $49,999",Completed Highschool,67,0,1,0,0,0,0,0
Ontario,1,ages65to74,"$75,000 to $99,999",Degree above Bachelor's,67,0,1,0,0,0,0,0
Quebec,1,ages55to64,"Less than $25,000",Completed Highschool,61,0,0,0,1,0,0,0
Quebec,0,ages35to44,"Less than $25,000",Completed Highschool,38,1,0,0,0,0,0,0
Ontario,1,ages65to74,"$125,000 and more",Bachelor's Degree,65,0,1,0,0,0,0,0
New Brunswick,1,ages65to74,"$50,000 to $74,999",Bachelor's Degree,70,0,1,0,0,0,0,0
Ontario,1,ages75plus,"$75,000 to $99,999",Bachelor's Degree,76,0,1,0,0,0,0,0
Quebec,1,ages55to64,"$125,000 and more",Degree above Bachelor's,56,0,0,0,1,0,0,0
Ontario,1,ages75plus,"$75,000 to $99,999",Bachelor's Degree,81,1,0,0,0,0,0,0
Ontario,1,ages65to74,"$125,000 and more",Bachelor's Degree,70,0,0,0,0,1,0,0
Manitoba,0,ages55to64,"$75,000 to $99,999",Bachelor's Degree,62,1,0,0,0,0,0,0
Quebec,1,ages35to44,"$50,000 to $74,999",Some College,40,1,0,0,0,0,0,0
Ontario,0,ages55to64,"$75,000 to $99,999",Some University,55,0,1,0,0,0,0,0
Ontario,1,ages35to44,"$125,000 and more",Degree above Bachelor's,42,1,0,0,0,0,0,0
Ontario,0,ages25to34,"$75,000 to $99,999",Some College,25,0,0,1,0,0,0,0
Ontario,0,ages35to44,"$50,000 to $74,999",Completed Highschool,40,1,0,0,0,0,0,0
Quebec,1,ages45to54,"Less than $25,000",Some University,47,0,0,0,0,0,1,0
Newfoundland and Labrador,1,ages65to74,"$75,000 to $99,999",Bachelor's Degree,70,0,1,0,0,0,0,0
Quebec,1,ages65to74,"$100,000 to $ 124,999",Completed Highschool,73,1,0,0,0,0,0,0
Ontario,0,ages45to54,"$50,000 to $74,999",Completed Highschool,46,0,0,0,0,1,0,0
Quebec,1,ages65to74,"$25,000 to $49,999",Some College,71,0,0,0,0,0,1,0
Ontario,1,ages65to74,"$50,000 to $74,999",Some College,65,1,0,0,0,0,0,0
Ontario,1,ages45to54,"$125,000 and more",Degree above Bachelor's,45,1,0,0,0,0,0,0
Quebec,1,ages45to54,"$125,000 and more",Bachelor's Degree,48,0,1,0,0,0,0,0
Ontario,0,ages25to34,"$75,000 to $99,999",Some College,34,1,0,0,0,0,0,0
Ontario,0,ages55to64,"$125,000 and more",Completed Highschool,55,1,0,0,0,0,0,0
Quebec,1,ages45to54,"Less than $25,000",Completed Highschool,50,0,1,0,0,0,0,0
Quebec,0,ages45to54,"Less than $25,000",Completed Highschool,54,1,0,0,0,0,0,0
Ontario,0,ages65to74,"$25,000 to $49,999",Bachelor's Degree,65,1,0,0,0,0,0,0
Ontario,0,ages35to44,"$100,000 to $ 124,999",Some College,41,0,0,1,0,0,0,0
Quebec,0,ages55to64,"$75,000 to $99,999",Some University,58,1,0,0,0,0,0,0
Ontario,1,ages75plus,"$125,000 and more",Some College,75,0,1,0,0,0,0,0
Nova Scotia,1,ages65to74,"$50,000 to $74,999",Completed Highschool,71,1,0,0,0,0,0,0
Ontario,1,ages75plus,"$75,000 to $99,999",Bachelor's Degree,76,0,1,0,0,0,0,0
Quebec,0,ages45to54,"$100,000 to $ 124,999",Bachelor's Degree,51,1,0,0,0,0,0,0
Ontario,1,ages65to74,"$50,000 to $74,999",Degree above Bachelor's,67,0,1,0,0,0,0,0
Quebec,0,ages75plus,"$25,000 to $49,999",Completed Highschool,75,0,1,0,0,0,0,0
Ontario,1,ages45to54,"$125,000 and more",Some College,50,1,0,0,0,0,0,0
Ontario,1,ages35to44,"$100,000 to $ 124,999",Completed Highschool,42,0,1,0,0,0,0,0
Nova Scotia,1,ages65to74,"$25,000 to $49,999",Degree above Bachelor's,70,1,0,0,0,0,0,0
Quebec,1,ages25to34,"$50,000 to $74,999",Degree above Bachelor's,31,1,0,0,0,0,0,0
Quebec,0,ages35to44,"$75,000 to $99,999",Bachelor's Degree,38,0,0,0,1,0,0,0
Nova Scotia,0,ages45to54,"$25,000 to $49,999",Bachelor's Degree,46,1,0,0,0,0,0,0
Ontario,1,ages65to74,"$125,000 and more",Degree above Bachelor's,72,1,0,0,0,0,0,0
Ontario,1,ages45to54,"$50,000 to $74,999",Bachelor's Degree,53,0,0,0,0,1,0,0
Newfoundland and Labrador,1,ages65to74,"$25,000 to $49,999",Some University,72,1,0,0,0,0,0,0
Quebec,1,ages45to54,"$75,000 to $99,999",Bachelor's Degree,48,0,1,0,0,0,0,0
Quebec,0,ages55to64,"$25,000 to $49,999",Some College,55,0,0,0,0,0,0,1
Quebec,0,ages65to74,"$100,000 to $ 124,999",Bachelor's Degree,73,0,1,0,0,0,0,0
Ontario,0,ages35to44,"$125,000 and more",Bachelor's Degree,36,0,1,0,0,0,0,0
Quebec,0,ages55to64,"$75,000 to $99,999",Degree above Bachelor's,61,1,0,0,0,0,0,0
Ontario,1,ages65to74,"$25,000 to $49,999",Some College,70,0,1,0,0,0,0,0
Ontario,0,ages55to64,"$50,000 to $74,999",No Highschool,63,0,1,0,0,0,0,0
Nova Scotia,1,ages55to64,"$75,000 to $99,999",Bachelor's Degree,59,0,1,0,0,0,0,0
Ontario,0,ages45to54,"$100,000 to $ 124,999",Bachelor's Degree,45,0,1,0,0,0,0,0
Nova Scotia,0,ages75plus,"$50,000 to $74,999",Completed Highschool,78,0,1,0,0,0,0,0
Quebec,0,ages25to34,"$125,000 and more",Bachelor's Degree,30,0,0,0,0,1,0,0
Ontario,0,ages65to74,"$25,000 to $49,999",No Highschool,73,0,0,0,0,1,0,0
Ontario,0,ages65to74,"$50,000 to $74,999",Bachelor's Degree,66,1,0,0,0,0,0,0
Ontario,0,ages55to64,"$75,000 to $99,999",Completed Highschool,63,0,0,0,0,1,0,0
Ontario,0,ages55to64,"$25,000 to $49,999",No Highschool,60,0,0,1,0,0,0,0
Ontario,1,ages65to74,"$75,000 to $99,999",Degree above Bachelor's,68,1,0,0,0,0,0,0
Ontario,0,ages35to44,"$25,000 to $49,999",Bachelor's Degree,35,1,0,0,0,0,0,0
Ontario,1,ages65to74,"$75,000 to $99,999",Degree above Bachelor's,70,0,1,0,0,0,0,0
Quebec,0,ages35to44,"$50,000 to $74,999",Completed Highschool,40,0,1,0,0,0,0,0
Quebec,0,ages65to74,"$50,000 to $74,999",Bachelor's Degree,65,1,0,0,0,0,0,0
Ontario,1,ages75plus,"Less than $25,000",No Highschool,75,1,0,0,0,0,0,0
Nova Scotia,0,ages65to74,"$25,000 to $49,999",Degree above Bachelor's,69,0,0,1,0,0,0,0
Ontario,0,ages45to54,"Less than $25,000",No Highschool,54,1,0,0,0,0,0,0
Quebec,1,ages25to34,"$50,000 to $74,999",Bachelor's Degree,32,1,0,0,0,0,0,0
New Brunswick,1,ages55to64,"$125,000 and more",Some University,62,0,1,0,0,0,0,0
Quebec,0,ages45to54,"$25,000 to $49,999",Some College,51,0,0,0,1,0,0,0
Ontario,1,ages65to74,"$75,000 to $99,999",Degree above Bachelor's,66,1,0,0,0,0,0,0
Quebec,0,ages35to44,"$75,000 to $99,999",Completed Highschool,42,1,0,0,0,0,0,0
Newfoundland and Labrador,0,ages55to64,"$25,000 to $49,999",Completed Highschool,59,0,0,1,0,0,0,0
Ontario,1,ages45to54,"$125,000 and more",Some College,52,0,0,0,0,1,0,0
New Brunswick,0,ages25to34,"$125,000 and more",Degree above Bachelor's,33,1,0,0,0,0,0,0
Quebec,1,ages75plus,"Less than $25,000",No Highschool,76,1,0,0,0,0,0,0
Quebec,1,ages35to44,"Less than $25,000",Completed Highschool,36,0,1,0,0,0,0,0
Ontario,1,ages55to64,"$50,000 to $74,999",Some University,57,1,0,0,0,0,0,0
Ontario,0,ages55to64,"$125,000 and more",No Highschool,56,0,0,1,0,0,0,0
Ontario,1,ages35to44,"$125,000 and more",Bachelor's Degree,42,0,1,0,0,0,0,0
Nova Scotia,0,ages65to74,"$50,000 to $74,999",Some University,72,1,0,0,0,0,0,0
Quebec,1,ages45to54,"$25,000 to $49,999",Some College,50,0,1,0,0,0,0,0
Ontario,1,ages75plus,"$50,000 to $74,999",Completed Highschool,76,0,1,0,0,0,0,0
Ontario,1,ages35to44,"$50,000 to $74,999",Degree above Bachelor's,35,1,0,0,0,0,0,0
Quebec,0,ages55to64,"$50,000 to $74,999",Bachelor's Degree,64,0,1,0,0,0,0,0
Ontario,0,ages55to64,"$100,000 to $ 124,999",Completed Highschool,55,1,0,0,0,0,0,0
Ontario,0,ages25to34,"$50,000 to $74,999",Some College,33,0,0,1,0,0,0,0
Ontario,1,ages55to64,"$125,000 and more",Degree above Bachelor's,57,1,0,0,0,0,0,0
Ontario,1,ages55to64,"$125,000 and more",Some College,55,0,1,0,0,0,0,0
Quebec,0,ages75plus,"Less than $25,000",Bachelor's Degree,81,0,0,1,0,0,0,0
Ontario,0,ages35to44,"$100,000 to $ 124,999",Degree above Bachelor's,44,1,0,0,0,0,0,0
Ontario,1,ages45to54,"$50,000 to $74,999",Some College,52,0,0,1,0,0,0,0
Ontario,1,ages55to64,"$50,000 to $74,999",Some University,61,0,1,0,0,0,0,0
Ontario,0,ages65to74,"Less than $25,000",Completed Highschool,72,1,0,0,0,0,0,0
Alberta,0,ages25to34,"$100,000 to $ 124,999",Bachelor's Degree,34,0,1,0,0,0,0,0
Quebec,0,ages45to54,"$25,000 to $49,999",Completed Highschool,54,0,1,0,0,0,0,0
Quebec,0,ages35to44,"$100,000 to $ 124,999",Degree above Bachelor's,35,0,0,0,1,0,0,0
Quebec,0,ages45to54,"$125,000 and more",Bachelor's Degree,45,0,0,0,0,1,0,0
Ontario,0,ages55to64,"$25,000 to $49,999",Degree above Bachelor's,59,0,0,1,0,0,0,0
Quebec,0,ages45to54,"$75,000 to $99,999",Some College,46,0,0,0,1,0,0,0
Prince Edward Island,1,ages45to54,"$75,000 to $99,999",Bachelor's Degree,52,0,0,1,0,0,0,0
Ontario,1,ages45to54,"$125,000 and more",Bachelor's Degree,45,0,0,0,0,1,0,0
Ontario,1,ages55to64,"$125,000 and more",Degree above Bachelor's,61,0,0,0,0,1,0,0
Quebec,0,ages45to54,"$25,000 to $49,999",Completed Highschool,47,0,0,0,0,0,1,0
Quebec,0,ages35to44,"$100,000 to $ 124,999",Degree above Bachelor's,41,1,0,0,0,0,0,0
Ontario,0,ages35to44,"$75,000 to $99,999",Completed Highschool,41,0,0,1,0,0,0,0
Ontario,0,ages45to54,"$75,000 to $99,999",Completed Highschool,52,0,1,0,0,0,0,0
Ontario,1,ages35to44,"$100,000 to $ 124,999",Degree above Bachelor's,39,0,1,0,0,0,0,0
Quebec,0,ages65to74,"$25,000 to $49,999",Completed Highschool,65,0,0,0,0,0,0,1
Quebec,1,ages45to54,"$100,000 to $ 124,999",Bachelor's Degree,45,0,0,0,0,0,1,0
Ontario,0,ages55to64,"$75,000 to $99,999",Completed Highschool,60,1,0,0,0,0,0,0
Ontario,1,ages65to74,"$75,000 to $99,999",Some College,73,0,0,1,0,0,0,0
Ontario,0,ages55to64,"$75,000 to $99,999",Bachelor's Degree,59,0,1,0,0,0,0,0
Ontario,0,ages45to54,"$100,000 to $ 124,999",Bachelor's Degree,49,0,0,1,0,0,0,0
Quebec,0,ages55to64,"$100,000 to $ 124,999",Some College,55,0,1,0,0,0,0,0
Ontario,0,ages35to44,"$75,000 to $99,999",Some College,37,1,0,0,0,0,0,0
Ontario,0,ages45to54,"$75,000 to $99,999",Some College,52,0,0,1,0,0,0,0
Ontario,0,ages55to64,"Less than $25,000",Some College,57,1,0,0,0,0,0,0
Ontario,0,ages55to64,"$75,000 to $99,999",Some University,56,0,1,0,0,0,0,0
British Columbia,0,ages25to34,"$75,000 to $99,999",Completed Highschool,34,0,0,1,0,0,0,0
Quebec,1,ages65to74,"$75,000 to $99,999",Bachelor's Degree,66,0,1,0,0,0,0,0
Quebec,1,ages35to44,"$50,000 to $74,999",Degree above Bachelor's,40,0,0,1,0,0,0,0
Ontario,1,ages65to74,"$75,000 to $99,999",Some College,67,0,1,0,0,0,0,0
Ontario,0,ages45to54,"$100,000 to $ 124,999",No Highschool,50,0,1,0,0,0,0,0
Newfoundland and Labrador,0,ages55to64,"$125,000 and more",Bachelor's Degree,55,0,1,0,0,0,0,0
Quebec,1,ages25to34,"$75,000 to $99,999",Completed Highschool,31,0,0,0,1,0,0,0
Quebec,1,ages65to74,"$50,000 to $74,999",Bachelor's Degree,73,0,0,0,1,0,0,0
Ontario,1,ages45to54,"$100,000 to $ 124,999",Degree above Bachelor's,45,1,0,0,0,0,0,0
Ontario,1,ages65to74,"$125,000 and more",Some University,68,0,1,0,0,0,0,0
Ontario,1,ages75plus,"$50,000 to $74,999",Completed Highschool,83,0,1,0,0,0,0,0
Ontario,0,ages75plus,"$75,000 to $99,999",Completed Highschool,76,1,0,0,0,0,0,0
Quebec,1,ages45to54,"$125,000 and more",Bachelor's Degree,46,0,0,0,0,1,0,0
Ontario,1,ages18to24,"Less than $25,000",Some College,22,0,0,0,0,1,0,0
Quebec,0,ages65to74,"Less than $25,000",Some College,70,0,0,0,1,0,0,0
Ontario,0,ages45to54,"$75,000 to $99,999",Some College,53,0,1,0,0,0,0,0
Quebec,1,ages65to74,"Less than $25,000",No Highschool,71,0,1,0,0,0,0,0
Quebec,1,ages55to64,"$25,000 to $49,999",Some University,55,0,0,0,0,0,1,0
Ontario,1,ages45to54,"$75,000 to $99,999",Completed Highschool,53,1,0,0,0,0,0,0
New Brunswick,1,ages65to74,"$100,000 to $ 124,999",Degree above Bachelor's,72,1,0,0,0,0,0,0
Ontario,1,ages45to54,"$75,000 to $99,999",Some University,48,1,0,0,0,0,0,0
Ontario,1,ages65to74,"$75,000 to $99,999",Bachelor's Degree,70,1,0,0,0,0,0,0
Quebec,1,ages45to54,"$100,000 to $ 124,999",Some University,53,0,0,0,0,1,0,0
Ontario,1,ages65to74,"$25,000 to $49,999",Some College,67,1,0,0,0,0,0,0
Nova Scotia,0,ages65to74,"$75,000 to $99,999",Bachelor's Degree,65,1,0,0,0,0,0,0
Ontario,0,ages55to64,"Less than $25,000",Bachelor's Degree,62,1,0,0,0,0,0,0
Ontario,1,ages65to74,"$75,000 to $99,999",Bachelor's Degree,70,1,0,0,0,0,0,0
Ontario,1,ages65to74,"Less than $25,000",No Highschool,74,1,0,0,0,0,0,0
Ontario,1,ages65to74,"$50,000 to $74,999",Degree above Bachelor's,72,1,0,0,0,0,0,0
Quebec,0,ages45to54,"$75,000 to $99,999",Completed Highschool,46,1,0,0,0,0,0,0
Ontario,0,ages35to44,"$125,000 and more",Degree above Bachelor's,40,1,0,0,0,0,0,0
Ontario,0,ages55to64,"$25,000 to $49,999",Some University,60,1,0,0,0,0,0,0
Quebec,0,ages35to44,"$25,000 to $49,999",Some College,37,0,0,1,0,0,0,0
Ontario,1,ages55to64,"$125,000 and more",Bachelor's Degree,64,1,0,0,0,0,0,0
Quebec,0,ages65to74,"$75,000 to $99,999",Completed Highschool,67,0,0,0,1,0,0,0
Ontario,1,ages35to44,"$100,000 to $ 124,999",Bachelor's Degree,41,1,0,0,0,0,0,0
Ontario,0,ages45to54,"$75,000 to $99,999",Some College,51,1,0,0,0,0,0,0
Ontario,1,ages55to64,"Less than $25,000",No Highschool,61,1,0,0,0,0,0,0
Quebec,0,ages75plus,"$25,000 to $49,999",Completed Highschool,75,0,1,0,0,0,0,0
Newfoundland and Labrador,0,ages45to54,"$125,000 and more",Bachelor's Degree,47,1,0,0,0,0,0,0
Ontario,0,ages45to54,"Less than $25,000",Some College,49,1,0,0,0,0,0,0
Quebec,1,ages45to54,"$50,000 to $74,999",Bachelor's Degree,46,0,0,0,1,0,0,0
Ontario,0,ages45to54,"$75,000 to $99,999",Completed Highschool,52,0,1,0,0,0,0,0
Ontario,0,ages75plus,"Less than $25,000",Completed Highschool,76,1,0,0,0,0,0,0
Ontario,0,ages55to64,"$50,000 to $74,999",Some University,64,1,0,0,0,0,0,0
Ontario,1,ages25to34,"$50,000 to $74,999",Bachelor's Degree,29,0,1,0,0,0,0,0
Nova Scotia,1,ages55to64,"$50,000 to $74,999",Degree above Bachelor's,64,1,0,0,0,0,0,0
Ontario,1,ages55to64,"$25,000 to $49,999",Bachelor's Degree,62,0,1,0,0,0,0,0
Ontario,1,ages55to64,"$25,000 to $49,999",Completed Highschool,59,1,0,0,0,0,0,0
Ontario,1,ages65to74,"$125,000 and more",Bachelor's Degree,66,1,0,0,0,0,0,0
Ontario,1,ages45to54,"$125,000 and more",Bachelor's Degree,50,1,0,0,0,0,0,0
Ontario,0,ages25to34,"$50,000 to $74,999",Bachelor's Degree,29,1,0,0,0,0,0,0
Ontario,1,ages55to64,"$125,000 and more",Degree above Bachelor's,64,0,1,0,0,0,0,0
Ontario,0,ages25to34,"$25,000 to $49,999",Completed Highschool,32,0,0,0,0,1,0,0
Ontario,1,ages55to64,"$100,000 to $ 124,999",Completed Highschool,57,0,1,0,0,0,0,0
Ontario,1,ages25to34,"$100,000 to $ 124,999",Some College,32,0,1,0,0,0,0,0
Ontario,1,ages65to74,"$100,000 to $ 124,999",Bachelor's Degree,73,1,0,0,0,0,0,0
Ontario,1,ages45to54,"$50,000 to $74,999",Bachelor's Degree,54,0,1,0,0,0,0,0
Newfoundland and Labrador,0,ages35to44,"$125,000 and more",Bachelor's Degree,39,1,0,0,0,0,0,0
Ontario,0,ages35to44,"$100,000 to $ 124,999",Bachelor's Degree,44,1,0,0,0,0,0,0
Ontario,0,ages55to64,"Less than $25,000",Degree above Bachelor's,59,1,0,0,0,0,0,0
Ontario,1,ages45to54,"$125,000 and more",Bachelor's Degree,47,1,0,0,0,0,0,0
Quebec,1,ages35to44,"$50,000 to $74,999",Some College,36,0,0,0,0,0,1,0
Quebec,0,ages55to64,"$50,000 to $74,999",Completed Highschool,64,0,1,0,0,0,0,0
Ontario,1,ages55to64,"$75,000 to $99,999",Degree above Bachelor's,64,1,0,0,0,0,0,0
Nova Scotia,0,ages55to64,"$25,000 to $49,999",Some University,60,1,0,0,0,0,0,0
Nova Scotia,1,ages65to74,"$25,000 to $49,999",Completed Highschool,65,0,1,0,0,0,0,0
New Brunswick,0,ages55to64,"$100,000 to $ 124,999",Bachelor's Degree,57,1,0,0,0,0,0,0
Quebec,1,ages55to64,"$125,000 and more",Bachelor's Degree,61,0,1,0,0,0,0,0
Ontario,1,ages35to44,"$100,000 to $ 124,999",Degree above Bachelor's,40,0,0,0,0,0,1,0
Quebec,0,ages55to64,"$75,000 to $99,999",Some University,59,0,0,0,1,0,0,0
Quebec,1,ages45to54,"$75,000 to $99,999",Completed Highschool,49,0,0,0,0,1,0,0
Quebec,1,ages25to34,"$125,000 and more",Degree above Bachelor's,32,0,1,0,0,0,0,0
Quebec,0,ages55to64,"Less than $25,000",Completed Highschool,59,1,0,0,0,0,0,0
Ontario,1,ages75plus,"$100,000 to $ 124,999",Bachelor's Degree,75,1,0,0,0,0,0,0
Ontario,1,ages65to74,"$100,000 to $ 124,999",Bachelor's Degree,66,0,1,0,0,0,0,0
Ontario,0,ages35to44,"Less than $25,000",Some University,42,0,1,0,0,0,0,0
Ontario,1,ages65to74,"$125,000 and more",Degree above Bachelor's,70,1,0,0,0,0,0,0
Ontario,1,ages65to74,"$100,000 to $ 124,999",Completed Highschool,71,0,1,0,0,0,0,0
Newfoundland and Labrador,1,ages35to44,"$75,000 to $99,999",Bachelor's Degree,43,0,1,0,0,0,0,0
Quebec,1,ages55to64,"Less than $25,000",Degree above Bachelor's,64,0,0,0,1,0,0,0
Ontario,0,ages55to64,"Less than $25,000",Completed Highschool,60,0,0,0,0,1,0,0
Ontario,1,ages65to74,"$75,000 to $99,999",Completed Highschool,70,0,1,0,0,0,0,0
Quebec,0,ages45to54,"$125,000 and more",Bachelor's Degree,45,0,1,0,0,0,0,0
Quebec,1,ages45to54,"$100,000 to $ 124,999",Completed Highschool,45,0,0,0,0,0,1,0
Quebec,1,ages65to74,"$25,000 to $49,999",Some University,68,0,0,0,1,0,0,0
Quebec,0,ages35to44,"$100,000 to $ 124,999",Some College,44,0,0,0,1,0,0,0
Quebec,0,ages35to44,"$75,000 to $99,999",Bachelor's Degree,40,0,0,0,1,0,0,0
Ontario,1,ages25to34,"$125,000 and more",Degree above Bachelor's,34,1,0,0,0,0,0,0
Ontario,1,ages35to44,"$125,000 and more",Bachelor's Degree,44,1,0,0,0,0,0,0
Quebec,0,ages45to54,"$125,000 and more",Some College,46,0,0,1,0,0,0,0
Quebec,1,ages35to44,"$125,000 and more",Degree above Bachelor's,41,0,0,0,1,0,0,0
Quebec,0,ages55to64,"$25,000 to $49,999",Some College,59,0,1,0,0,0,0,0
New Brunswick,0,ages35to44,"$100,000 to $ 124,999",Bachelor's Degree,41,0,1,0,0,0,0,0
Ontario,0,ages65to74,"$125,000 and more",Bachelor's Degree,72,0,0,0,0,0,0,1
Ontario,1,ages55to64,"$125,000 and more",Bachelor's Degree,63,0,0,0,0,0,1,0
Quebec,1,ages18to24,"$25,000 to $49,999",Bachelor's Degree,19,1,0,0,0,0,0,0
Ontario,0,ages35to44,"$100,000 to $ 124,999",Degree above Bachelor's,42,0,1,0,0,0,0,0
Ontario,1,ages55to64,"$75,000 to $99,999",Completed Highschool,62,1,0,0,0,0,0,0
Manitoba,0,ages35to44,"$100,000 to $ 124,999",Some University,42,0,1,0,0,0,0,0
Ontario,0,ages45to54,"$25,000 to $49,999",Completed Highschool,53,1,0,0,0,0,0,0
Quebec,0,ages25to34,"$125,000 and more",Degree above Bachelor's,27,1,0,0,0,0,0,0
Quebec,1,ages35to44,"$125,000 and more",Degree above Bachelor's,40,1,0,0,0,0,0,0
Quebec,1,ages55to64,"$25,000 to $49,999",Bachelor's Degree,55,0,0,0,1,0,0,0
Nova Scotia,0,ages55to64,"$125,000 and more",Bachelor's Degree,60,1,0,0,0,0,0,0
Quebec,0,ages45to54,"$50,000 to $74,999",Bachelor's Degree,47,1,0,0,0,0,0,0
Newfoundland and Labrador,0,ages45to54,"$75,000 to $99,999",Some College,54,0,0,1,0,0,0,0
Ontario,0,ages35to44,"$25,000 to $49,999",Bachelor's Degree,40,1,0,0,0,0,0,0
Ontario,0,ages65to74,"Less than $25,000",Some College,73,0,0,0,0,1,0,0
Manitoba,0,ages35to44,"$50,000 to $74,999",Completed Highschool,41,1,0,0,0,0,0,0
Ontario,1,ages35to44,"$125,000 and more",Completed Highschool,41,1,0,0,0,0,0,0
Quebec,0,ages55to64,"$75,000 to $99,999",Completed Highschool,58,0,1,0,0,0,0,0
Ontario,1,ages65to74,"$75,000 to $99,999",Completed Highschool,67,1,0,0,0,0,0,0
New Brunswick,1,ages55to64,"$75,000 to $99,999",Some College,60,1,0,0,0,0,0,0
Quebec,1,ages25to34,"$125,000 and more",Completed Highschool,32,0,1,0,0,0,0,0
Ontario,0,ages18to24,"$50,000 to $74,999",Completed Highschool,20,1,0,0,0,0,0,0
Alberta,0,ages65to74,"$50,000 to $74,999",Bachelor's Degree,70,1,0,0,0,0,0,0
Ontario,1,ages45to54,"$125,000 and more",Degree above Bachelor's,47,0,0,0,0,1,0,0
Ontario,0,ages45to54,"$125,000 and more",Degree above Bachelor's,50,1,0,0,0,0,0,0
Quebec,0,ages65to74,"$25,000 to $49,999",Completed Highschool,73,1,0,0,0,0,0,0
Ontario,0,ages55to64,"$25,000 to $49,999",Completed Highschool,60,0,0,1,0,0,0,0
Newfoundland and Labrador,0,ages45to54,"$100,000 to $ 124,999",Some College,48,1,0,0,0,0,0,0
Ontario,1,ages25to34,"$75,000 to $99,999",Degree above Bachelor's,31,0,0,0,0,1,0,0
Newfoundland and Labrador,1,ages45to54,"$125,000 and more",No Highschool,48,0,0,0,0,0,1,0
Ontario,1,ages25to34,"$125,000 and more",Bachelor's Degree,34,0,1,0,0,0,0,0
Quebec,0,ages55to64,"$50,000 to $74,999",Completed Highschool,63,0,0,0,1,0,0,0
Quebec,1,ages65to74,"$25,000 to $49,999",Completed Highschool,66,0,1,0,0,0,0,0
Ontario,0,ages35to44,"$125,000 and more",Degree above Bachelor's,37,1,0,0,0,0,0,0
Ontario,0,ages45to54,"$25,000 to $49,999",Some University,51,1,0,0,0,0,0,0
